time,ax,ay,az,atotal
0.014757156372070312,-0.04,-0.02,0.11,0.11
0.016319990158081055,0.02,0.01,0.1,0.1
0.026155948638916016,0.0,0.03,0.08,0.08
0.036273956298828125,-0.03,0.04,0.07,0.08
0.04602384567260742,-0.04,0.04,-0.12,0.13
0.05588817596435547,0.0,0.14,0.61,0.62
0.06582212448120117,-0.02,0.01,0.24,0.24
0.07574605941772461,0.02,-0.09,-0.67,0.67
0.08580994606018066,-0.07,0.04,0.55,0.55
0.0956730842590332,0.01,-0.01,0.31,0.31
0.1057438850402832,0.01,-0.07,-0.41,0.41
0.11599111557006836,0.01,0.0,0.34,0.34
0.12641286849975586,-0.04,0.0,0.21,0.21
0.13543295860290527,-0.08,-0.06,-0.42,0.43
0.14563202857971191,0.09,0.07,0.66,0.66
0.1554269790649414,0.14,-0.04,0.34,0.36
0.16533303260803223,-0.2,-0.12,-0.83,0.86
0.17537999153137207,-0.09,0.05,0.77,0.77
0.18529415130615234,0.14,-0.02,0.24,0.27
0.1952371597290039,0.05,-0.06,-0.42,0.42
0.2054581642150879,-0.15,0.02,0.4,0.42
0.2152860164642334,0.03,0.01,0.16,0.16
0.22549200057983398,0.1,-0.01,-0.12,0.15
0.2353048324584961,-0.06,0.03,0.21,0.22
0.24526309967041016,-0.11,0.03,0.16,0.19
0.2551698684692383,0.12,-0.01,-0.04,0.12
0.26513099670410156,0.03,0.02,0.15,0.15
0.27510499954223633,-0.04,0.0,0.11,0.11
0.2850630283355713,-0.06,-0.03,0.08,0.1
0.2952089309692383,0.04,-0.05,0.08,0.1
0.30507397651672363,-0.01,-0.03,0.11,0.11
0.3149261474609375,0.01,-0.03,0.16,0.16
0.32548093795776367,0.02,-0.03,0.09,0.09
0.3353748321533203,-0.05,-0.04,0.06,0.08
0.345350980758667,-0.04,0.0,0.15,0.15
0.3552360534667969,0.03,-0.01,0.11,0.11
0.36519598960876465,-0.01,0.0,0.07,0.07
0.3751511573791504,-0.06,0.0,0.1,0.11
0.385221004486084,-0.01,0.01,0.1,0.1
0.3950948715209961,0.05,0.01,0.07,0.08
0.4053800106048584,-0.03,0.01,0.13,0.13
0.41496896743774414,-0.03,0.02,0.09,0.09
0.4249091148376465,0.03,0.02,0.12,0.12
0.43483591079711914,0.01,0.0,0.09,0.09
0.44478797912597656,-0.05,0.01,0.08,0.09
0.4546339511871338,-0.02,0.01,0.12,0.12
0.46436214447021484,0.05,-0.01,0.09,0.1
0.4747591018676758,-0.04,-0.03,0.09,0.1
0.4847569465637207,-0.04,-0.02,0.12,0.12
0.4946479797363281,0.06,-0.03,0.1,0.12
0.5046281814575195,-0.03,-0.03,0.06,0.07
0.5145659446716309,-0.09,-0.01,0.09,0.12
0.5244710445404053,0.03,-0.02,0.17,0.17
0.5344929695129395,0.05,-0.03,0.11,0.12
0.5443539619445801,-0.05,0.0,0.07,0.08
0.5543599128723145,-0.04,0.01,0.13,0.13
0.564302921295166,0.05,0.01,0.09,0.1
0.574103832244873,-0.03,0.02,0.09,0.09
0.5836949348449707,-0.17,0.05,0.18,0.25
0.5934848785400391,0.11,0.0,-0.04,0.11
0.6042098999023438,0.01,0.02,0.11,0.11
0.6144561767578125,-0.03,0.02,0.18,0.18
0.6240429878234863,0.0,-0.01,0.08,0.08
0.6338880062103271,0.02,-0.05,0.1,0.11
0.6439599990844727,-0.05,-0.06,0.18,0.19
0.6538901329040527,-0.03,-0.06,0.11,0.12
0.6639151573181152,0.02,-0.05,0.05,0.07
0.6738369464874268,0.01,-0.05,0.09,0.1
0.6837959289550781,0.0,-0.03,0.16,0.16
0.6939711570739746,0.06,-0.02,0.21,0.21
0.703618049621582,0.29,-0.01,0.01,0.29
0.7135829925537109,0.17,0.05,-0.02,0.17
0.7236299514770508,-0.15,0.11,0.13,0.22
0.7335460186004639,-0.35,0.07,0.16,0.39
0.7436120510101318,-0.11,0.02,0.1,0.15
0.7533609867095947,0.0,0.02,0.13,0.13
0.7634391784667969,0.04,-0.01,0.1,0.1
0.7734110355377197,-0.03,-0.02,0.09,0.09
0.7832541465759277,-0.05,-0.03,0.18,0.18
0.7934818267822266,-0.01,-0.05,0.11,0.12
0.8031599521636963,0.02,-0.03,0.09,0.09
0.8131861686706543,-0.01,-0.03,0.13,0.13
0.8231210708618164,-0.02,-0.04,0.12,0.12
0.8331160545349121,0.02,-0.03,0.13,0.13
0.8433239459991455,0.18,-0.04,0.14,0.23
0.853024959564209,0.31,-0.04,0.09,0.32
0.8629951477050781,0.24,0.03,0.08,0.25
0.8728649616241455,-0.04,0.12,0.12,0.17
0.8827128410339355,-0.19,0.1,0.09,0.23
0.8927731513977051,-0.17,0.0,0.09,0.19
0.9030909538269043,-0.16,-0.03,0.14,0.21
0.912693977355957,-0.14,-0.02,0.11,0.17
0.9226799011230469,-0.07,-0.04,0.11,0.13
0.9326779842376709,-0.05,0.03,0.11,0.12
0.9426710605621338,-0.05,0.21,0.14,0.25
0.9524040222167969,-0.06,0.5,0.16,0.52
0.9619698524475098,-0.03,0.24,0.05,0.24
0.9719681739807129,0.05,-0.08,0.11,0.14
0.9824328422546387,0.06,-0.3,0.12,0.32
0.9923439025878906,0.05,-0.44,0.09,0.45
1.0022449493408203,-0.05,-0.28,0.14,0.31
1.012247085571289,-0.04,0.02,0.1,0.1
1.022325038909912,0.0,-0.01,0.1,0.1
1.032167911529541,0.0,-0.01,0.11,0.11
1.0421559810638428,-0.01,-0.02,0.15,0.15
1.0520429611206055,0.02,-0.03,0.14,0.14
1.0620720386505127,0.01,-0.02,0.12,0.12
1.0719490051269531,0.01,-0.03,0.12,0.12
1.0818290710449219,0.0,-0.02,0.13,0.13
1.0918331146240234,-0.03,-0.02,0.12,0.12
1.1018049716949463,-0.01,0.0,0.11,0.11
1.112152099609375,-0.02,0.02,0.11,0.11
1.1218349933624268,0.01,0.01,0.11,0.11
1.1318001747131348,0.0,0.01,0.13,0.13
1.1417789459228516,0.0,0.01,0.13,0.13
1.1520140171051025,0.01,0.01,0.11,0.11
1.1615338325500488,-0.01,0.02,0.11,0.11
1.1715798377990723,-0.04,0.02,0.1,0.1
1.1815659999847412,-0.01,0.01,0.11,0.11
1.1917638778686523,-0.01,-0.02,0.14,0.14
1.2014729976654053,0.01,-0.03,0.1,0.1
1.2114360332489014,-0.01,-0.04,0.12,0.12
1.2213358879089355,-0.04,-0.02,0.15,0.15
1.2312819957733154,-0.04,-0.01,0.14,0.14
1.2411880493164062,-0.02,0.02,0.07,0.07
1.251089096069336,-0.01,0.02,0.1,0.1
1.2612249851226807,-0.02,0.02,0.15,0.15
1.2713940143585205,-0.03,0.04,0.14,0.14
1.2809858322143555,0.0,0.01,0.08,0.08
1.290928840637207,-0.02,0.02,0.08,0.08
1.3010621070861816,0.02,-0.01,0.11,0.11
1.3109290599822998,0.04,-0.02,0.0,0.04
1.3208930492401123,0.04,-0.07,0.07,0.1
1.3308148384094238,-0.01,-0.08,0.17,0.18
1.3407201766967773,0.01,-0.03,0.1,0.1
1.3507280349731445,0.01,-0.01,0.08,0.08
1.3606970310211182,0.01,0.01,0.12,0.12
1.370370864868164,0.01,0.01,0.12,0.12
1.3800430297851562,0.0,0.02,0.11,0.11
1.3905658721923828,-0.03,0.02,0.12,0.12
1.4005818367004395,-0.05,0.02,0.15,0.15
1.4106409549713135,-0.01,0.01,0.12,0.12
1.4204678535461426,-0.02,-0.01,0.12,0.12
1.4303021430969238,-0.05,-0.01,0.16,0.16
1.4406518936157227,-0.01,0.0,0.08,0.08
1.4502358436584473,0.09,-0.01,0.0,0.09
1.460312843322754,0.05,0.0,0.0,0.05
1.4701051712036133,0.01,-0.01,0.11,0.11
1.4803929328918457,0.0,-0.01,0.12,0.12
1.4901561737060547,-0.04,-0.01,0.13,0.13
1.5001158714294434,0.01,0.01,0.08,0.08
1.509993076324463,-0.03,-0.01,0.15,0.15
1.5196080207824707,-0.01,0.0,0.09,0.09
1.5292589664459229,0.05,-0.01,0.08,0.09
1.5394530296325684,0.0,-0.01,0.11,0.11
1.5494308471679688,0.0,0.0,0.1,0.1
1.5593359470367432,-0.01,-0.01,0.11,0.11
1.5692200660705566,-0.03,-0.01,0.11,0.11
1.5793309211730957,0.0,-0.01,0.11,0.11
1.5892930030822754,0.01,-0.01,0.1,0.1
1.5990769863128662,0.01,-0.03,0.09,0.09
1.6090779304504395,-0.01,-0.04,0.12,0.12
1.6190400123596191,-0.03,-0.02,0.14,0.14
1.6289758682250977,0.0,-0.02,0.11,0.11
1.6390671730041504,0.01,0.01,0.06,0.06
1.6488430500030518,-0.01,0.0,0.12,0.12
1.6589009761810303,0.0,0.01,0.11,0.11
1.668778896331787,0.0,0.02,0.07,0.07
1.678743839263916,-0.02,0.01,0.11,0.11
1.6886730194091797,-0.01,0.01,0.09,0.09
1.6987881660461426,0.02,-0.01,0.09,0.09
1.7087860107421875,-0.02,-0.01,0.12,0.12
1.7186808586120605,0.0,-0.01,0.09,0.09
1.7286701202392578,0.0,-0.03,0.14,0.14
1.7384929656982422,0.0,-0.03,0.1,0.1
1.7484111785888672,-0.01,-0.02,0.06,0.06
1.7584559917449951,-0.03,-0.03,0.14,0.14
1.7683491706848145,0.0,0.0,0.12,0.12
1.7782859802246094,0.01,0.01,0.06,0.06
1.7882709503173828,-0.02,0.03,0.12,0.12
1.7982611656188965,-0.01,0.03,0.14,0.14
1.8085479736328125,0.01,0.03,0.07,0.07
1.8180809020996094,0.02,0.03,0.06,0.06
1.8280680179595947,-0.01,0.01,0.1,0.1
1.8380241394042969,0.0,0.0,0.09,0.09
1.8482599258422852,0.0,-0.01,0.1,0.1
1.858078956604004,-0.01,-0.01,0.1,0.1
1.868293046951294,0.02,-0.01,0.09,0.09
